,loss,accuracy,val_loss,val_accuracy
0,2.995487689971924,0.05373353883624077,2.9855644702911377,0.08073770254850388
1,2.9770522117614746,0.06919113546609879,2.9526946544647217,0.13360655307769775
2,2.9297807216644287,0.11024781316518784,2.879040479660034,0.14405737817287445
3,2.8466591835021973,0.1748589128255844,2.790278911590576,0.22090163826942444
4,2.757937431335449,0.2205774039030075,2.6957743167877197,0.2961065471172333
5,2.6633100509643555,0.2723480761051178,2.5952134132385254,0.3045082092285156
6,2.5530149936676025,0.3186390697956085,2.474696636199951,0.32848361134529114
7,2.44010066986084,0.35413429141044617,2.3596911430358887,0.42172130942344666
8,2.3235926628112793,0.3997710049152374,2.2375543117523193,0.46680328249931335
9,2.2033896446228027,0.449251651763916,2.1125330924987793,0.4901639223098755
10,2.0805883407592773,0.49153512716293335,1.9884185791015625,0.5737704634666443
11,1.9589743614196777,0.5379896759986877,1.8742625713348389,0.5672131180763245
12,1.8447343111038208,0.5630980730056763,1.7493922710418701,0.625
13,1.7359627485275269,0.5981025695800781,1.6457825899124146,0.6463114619255066
14,1.6429165601730347,0.6163408756256104,1.554175615310669,0.6549180150032043
15,1.5520585775375366,0.6333523988723755,1.4594436883926392,0.693647563457489
16,1.4695683717727661,0.6512635946273804,1.3905748128890991,0.6856557130813599
17,1.390150785446167,0.6716283559799194,1.3148192167282104,0.7182376980781555
18,1.323120355606079,0.6882309913635254,1.2343844175338745,0.7293033003807068
19,1.257405161857605,0.7002535462379456,1.1657531261444092,0.7547131180763245
20,1.199940800666809,0.7151386141777039,1.111815333366394,0.7581967115402222
21,1.1406227350234985,0.7261797785758972,1.060453176498413,0.7772541046142578
22,1.0879725217819214,0.739183783531189,1.0160518884658813,0.7768442630767822
23,1.0433040857315063,0.7476077675819397,0.9588441848754883,0.7938524484634399
24,1.001428246498108,0.7544777989387512,0.9039570689201355,0.8100410103797913
